Type,Definition_Type,Definition_List,Description,Reference_of_documentation,Formal_Propositions
IfcCrewResourceTypeEnum,Enumeration,"[OFFICE, SITE, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a crew resource.",7.3.2.4
IfcLaborResourceTypeEnum,Enumeration,"[ADMINISTRATION, CARPENTRY, CLEANING, CONCRETE, DRYWALL, ELECTRIC, FINISHING, FLOORING, GENERAL, HVAC, LANDSCAPING, MASONRY, PAINTING, PAVING, PLUMBING, ROOFING, SITEGRADING, STEELWORK, SURVEYING, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a labour resource, and is limited to high-level categories based upon common skill sets.",7.3.2.5
IfcSubContractResourceTypeEnum,Enumeration,"[PURCHASE, WORK, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a subcontract resource.",7.3.2.6
IfcAudioVisualApplianceTypeEnum,Enumeration,"[AMPLIFIER, CAMERA, DISPLAY, MICROPHONE, PLAYER, PROJECTOR, RECEIVER, SPEAKER, SWITCHER, TELEPHONE, TUNER, USERDEFINED, NOTDEFINED]","Defines the range of different types of audio-video devices that can be specified.",7.4.2.1
IfcCableCarrierFittingTypeEnum,Enumeration,"[BEND, CROSS, REDUCER, TEE, USERDEFINED, NOTDEFINED]","The IfcCableCarrierFittingTypeEnum defines the range of different types of cable carrier fitting that can be specified.",7.4.2.2
IfcCableCarrierSegmentTypeEnum,Enumeration,"[CABLELADDERSEGMENT, CABLETRAYSEGMENT, CABLETRUNKINGSEGMENT, CONDUITSEGMENT, USERDEFINED, NOTDEFINED]","The IfcCableCarrierSegmentTypeEnum defines the range of different types of cable carrier segment that can be specified.",7.4.2.3
IfcCableFittingTypeEnum,Enumeration,"[CONNECTOR, ENTRY, EXIT, JUNCTION, TRANSITION, USERDEFINED, NOTDEFINED]","The IfcCableFittingTypeEnum defines the range of different types of cable fitting that can be specified.",7.4.2.4
IfcCableSegmentTypeEnum,Enumeration,"[BUSBARSEGMENT, CABLESEGMENT, CONDUCTORSEGMENT, CORESEGMENT, USERDEFINED, NOTDEFINED]","The IfcCableSegmentTypeEnum defines the range of different types of cable segment that can be specified.",7.4.2.5
IfcCommunicationsApplianceTypeEnum,Enumeration,"[ANTENNA, COMPUTER, FAX, GATEWAY, MODEM, NETWORKAPPLIANCE, NETWORKBRIDGE, NETWORKHUB, PRINTER, REPEATER, ROUTER, SCANNER, USERDEFINED, NOTDEFINED]","Defines the range of different types of communications appliance that can be specified.",7.4.2.6
IfcElectricApplianceTypeEnum,Enumeration,"[DISHWASHER, ELECTRICCOOKER, FREESTANDINGELECTRICHEATER, FREESTANDINGFAN, FREESTANDINGWATERHEATER, FREESTANDINGWATERCOOLER, FREEZER, FRIDGE_FREEZER, HANDDRYER, KITCHENMACHINE, MICROWAVE, PHOTOCOPIER, REFRIGERATOR, TUMBLEDRYER, VENDINGMACHINE, WASHINGMACHINE, USERDEFINED, NOTDEFINED]","The IfcElectricApplianceTypeEnum defines the range of different types of electrical appliance that can be specified.",7.4.2.7
IfcElectricDistributionBoardTypeEnum,Enumeration,"[CONSUMERUNIT, DISTRIBUTIONBOARD, MOTORCONTROLCENTRE, SWITCHBOARD, USERDEFINED, NOTDEFINED]","The IfcElectricDistributionBoardTypeEnum defines different types and/or functions of electric distribution boards.",7.4.2.8
IfcElectricFlowStorageDeviceTypeEnum,Enumeration,"[BATTERY, CAPACITORBANK, HARMONICFILTER, INDUCTORBANK, UPS, USERDEFINED, NOTDEFINED]","The IfcElectricFlowStorageDeviceTypeEnum defines different types of electrical flow storage devices.",7.4.2.9
IfcElectricGeneratorTypeEnum,Enumeration,"[CHP, ENGINEGENERATOR, STANDALONE, USERDEFINED, NOTDEFINED]","The IfcElectricGeneratorTypeEnum defines different types of electric generators.",7.4.2.10
IfcElectricMotorTypeEnum,Enumeration,"[DC, INDUCTION, POLYPHASE, RELUCTANCESYNCHRONOUS, SYNCHRONOUS, USERDEFINED, NOTDEFINED]","The IfcElectricMotorTypeEnum defines the range of different types of electric motor that can be specified.",7.4.2.11
IfcElectricTimeControlTypeEnum,Enumeration,"[TIMECLOCK, TIMEDELAY, RELAY, USERDEFINED, NOTDEFINED]","The IfcElectricTimeControlTypeEnum defines different types of electrical time control devices.",7.4.2.12
IfcJunctionBoxTypeEnum,Enumeration,"[DATA, POWER, USERDEFINED, NOTDEFINED]","The IfcJunctionBoxTypeEnum defines different types of junction boxes.",7.4.2.13
IfcLampTypeEnum,Enumeration,"[COMPACTFLUORESCENT, FLUORESCENT, HALOGEN, HIGHPRESSUREMERCURY, HIGHPRESSURESODIUM, LED, METALHALIDE, OLED, TUNGSTENFILAMENT, USERDEFINED, NOTDEFINED]","The IfcLampTypeEnum defines the range of different types of lamp available.",7.4.2.14
IfcLightFixtureTypeEnum,Enumeration,"[POINTSOURCE, DIRECTIONSOURCE, SECURITYLIGHTING, USERDEFINED, NOTDEFINED]","The IfcLightFixtureTypeEnum defines the different types of light fixtures.",7.4.2.15
IfcMotorConnectionTypeEnum,Enumeration,"[BELTDRIVE, COUPLING, DIRECTDRIVE, USERDEFINED, NOTDEFINED]","The IfcMotorConnectionTypeEnum defines the range of different types of motor connection that can be specified.",7.4.2.16
IfcOutletTypeEnum,Enumeration,"[AUDIOVISUALOUTLET, COMMUNICATIONSOUTLET, POWEROUTLET, DATAOUTLET, TELEPHONEOUTLET, USERDEFINED, NOTDEFINED]","The IfcOutletTypeEnum defines the range of different types of outlet that can be specified.",7.4.2.17
IfcProtectiveDeviceTrippingUnitTypeEnum,Enumeration,"[ELECTRONIC, ELECTROMAGNET, RESIDUALCURRENT, THERMAL, USERDEFINED, NOTDEFINED]","Defines the range of different tripping unit types that can be used in conjunction with a protective device.",7.4.2.18
IfcProtectiveDeviceTypeEnum,Enumeration,"[CIRCUITBREAKER, EARTHLEAKAGECIRCUITBREAKER, EARTHINGSWITCH, FUSEDISCONNECTOR, RESIDUALCURRENTCIRCUITBREAKER, RESIDUALCURRENTSWITCH, VARISTOR, USERDEFINED, NOTDEFINED]","The IfcProtectiveDeviceTypeEnum specifically defines the range of different breaker unit types that can be used in conjunction with protective device. Types may also be used as a reference to a complete protective device in circumstances where tripping units are not separately identified (typically expected to be the case during earlier stages of design).",7.4.2.19
IfcSolarDeviceTypeEnum,Enumeration,"[SOLARCOLLECTOR, SOLARPANEL, USERDEFINED, NOTDEFINED]","The IfcSolarDeviceTypeEnum defines different types of solar devices.",7.4.2.20
IfcSwitchingDeviceTypeEnum,Enumeration,"[CONTACTOR, DIMMERSWITCH, EMERGENCYSTOP, KEYPAD, MOMENTARYSWITCH, SELECTORSWITCH, STARTER, SWITCHDISCONNECTOR, TOGGLESWITCH, USERDEFINED, NOTDEFINED]","The IfcSwitchingDeviceTypeEnum defines the range of different types of switch that can be specified.",7.4.2.21
IfcTransformerTypeEnum,Enumeration,"[CURRENT, FREQUENCY, INVERTER, RECTIFIER, VOLTAGE, USERDEFINED, NOTDEFINED]","The IfcTransformerTypeEnum defines the range of different types of transformer that can be specified.",7.4.2.22
IfcAirTerminalBoxTypeEnum,Enumeration,"[CONSTANTFLOW, VARIABLEFLOWPRESSUREDEPENDANT, VARIABLEFLOWPRESSUREINDEPENDANT, USERDEFINED, NOTDEFINED]","This enumeration identifies different types of air terminal boxes.",7.5.2.1
IfcAirTerminalTypeEnum,Enumeration,"[DIFFUSER, GRILLE, LOUVRE, REGISTER, USERDEFINED, NOTDEFINED]","Enumeration defining the functional types of air terminals.",7.5.2.2
IfcAirToAirHeatRecoveryTypeEnum,Enumeration,"[FIXEDPLATECOUNTERFLOWEXCHANGER, FIXEDPLATECROSSFLOWEXCHANGER, FIXEDPLATEPARALLELFLOWEXCHANGER, ROTARYWHEEL, RUNAROUNDCOILLOOP, HEATPIPE, TWINTOWERENTHALPYRECOVERYLOOPS, THERMOSIPHONSEALEDTUBEHEATEXCHANGERS, THERMOSIPHONCOILTYPEHEATEXCHANGERS, USERDEFINED, NOTDEFINED]","Defines general types of air-to-air heat recovery devices.",7.5.2.3
IfcBoilerTypeEnum,Enumeration,"[WATER, STEAM, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of boilers.",7.5.2.4
IfcBurnerTypeEnum,Enumeration,"[USERDEFINED, NOTDEFINED]","Enumeration defining the functional type of burner.",7.5.2.5
IfcChillerTypeEnum,Enumeration,"[AIRCOOLED, WATERCOOLED, HEATRECOVERY, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of Chillers classified by their method of heat rejection.",7.5.2.6
IfcCoilTypeEnum,Enumeration,"[DXCOOLINGCOIL, ELECTRICHEATINGCOIL, GASHEATINGCOIL, HYDRONICCOIL, STEAMHEATINGCOIL, WATERCOOLINGCOIL, WATERHEATINGCOIL, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of coils.",7.5.2.7
IfcCompressorTypeEnum,Enumeration,"[DYNAMIC, RECIPROCATING, ROTARY, SCROLL, TROCHOIDAL, SINGLESTAGE, BOOSTER, OPENTYPE, HERMETIC, SEMIHERMETIC, WELDEDSHELLHERMETIC, ROLLINGPISTON, ROTARYVANE, SINGLESCREW, TWINSCREW, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of compressors.",7.5.2.8
IfcCondenserTypeEnum,Enumeration,"[AIRCOOLED, EVAPORATIVECOOLED, WATERCOOLED, WATERCOOLEDBRAZEDPLATE, WATERCOOLEDSHELLCOIL, WATERCOOLEDSHELLTUBE, WATERCOOLEDTUBEINTUBE, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of condensers. Air is used as the cooling medium for AIRCOOLED; water is used as the cooling medium for all other types.",7.5.2.9
IfcCooledBeamTypeEnum,Enumeration,"[ACTIVE, PASSIVE, USERDEFINED, NOTDEFINED]","There are two general types of cooled or chilled beams: passive and active. An active Cooled Beam uses a fan or other auxilliary device to aid in air recirculation, while a passive Cooled Beam relies solely on convection to cool the space.",7.5.2.10
IfcCoolingTowerTypeEnum,Enumeration,"[NATURALDRAFT, MECHANICALINDUCEDDRAFT, MECHANICALFORCEDDRAFT, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of cooling towers.",7.5.2.11
IfcDamperTypeEnum,Enumeration,"[BACKDRAFTDAMPER, BALANCINGDAMPER, BLASTDAMPER, CONTROLDAMPER, FIREDAMPER, FIRESMOKEDAMPER, FUMEHOODEXHAUST, GRAVITYDAMPER, GRAVITYRELIEFDAMPER, SMOKEDAMPER, USERDEFINED, NOTDEFINED]","This enumeration defines the various types of damper.",7.5.2.12
IfcDuctFittingTypeEnum,Enumeration,"[BEND, CONNECTOR, ENTRY, EXIT, JUNCTION, OBSTRUCTION, TRANSITION, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a duct fitting. This is a very basic categorization mechanism to generically identify the duct fitting type. Subcategories of duct fittings are not enumerated.",7.5.2.13
IfcDuctSegmentTypeEnum,Enumeration,"[RIGIDSEGMENT, FLEXIBLESEGMENT, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a duct segment. This is a very basic categorization mechanism to generically identify the duct segment type. Subcategories of duct segments are not enumerated.",7.5.2.14
IfcDuctSilencerTypeEnum,Enumeration,"[FLATOVAL, RECTANGULAR, ROUND, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of duct silencers.",7.5.2.15
IfcEngineTypeEnum,Enumeration,"[EXTERNALCOMBUSTION, INTERNALCOMBUSTION, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of engines.",7.5.2.16
IfcEvaporativeCoolerTypeEnum,Enumeration,"[DIRECTEVAPORATIVERANDOMMEDIAIRCOOLER, DIRECTEVAPORATIVERIGIDMEDIAAIRCOOLER, DIRECTEVAPORATIVESLINGERSPACKAGEDAIRCOOLER, DIRECTEVAPORATIVEPACKAGEDROTARYAIRCOOLER, DIRECTEVAPORATIVEAIRWASHER, INDIRECTEVAPORATIVEPACKAGEAIRCOOLER, INDIRECTEVAPORATIVEWETCOIL, INDIRECTEVAPORATIVECOOLINGTOWERORCOILCOOLER, INDIRECTDIRECTCOMBINATION, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of evaporative coolers.",7.5.2.17
IfcEvaporatorTypeEnum,Enumeration,"[DIRECTEXPANSION, DIRECTEXPANSIONSHELLANDTUBE, DIRECTEXPANSIONTUBEINTUBE, DIRECTEXPANSIONBRAZEDPLATE, FLOODEDSHELLANDTUBE, SHELLANDCOIL, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of evaporators.",7.5.2.18
IfcFanTypeEnum,Enumeration,"[CENTRIFUGALFORWARDCURVED, CENTRIFUGALRADIAL, CENTRIFUGALBACKWARDINCLINEDCURVED, CENTRIFUGALAIRFOIL, TUBEAXIAL, VANEAXIAL, PROPELLORAXIAL, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of fans.",7.5.2.19
IfcFilterTypeEnum,Enumeration,"[AIRPARTICLEFILTER, COMPRESSEDAIRFILTER, ODORFILTER, OILFILTER, STRAINER, WATERFILTER, USERDEFINED, NOTDEFINED]","This enumeration defines the various types of filter typically used within building services distribution systems.",7.5.2.20
IfcFlowMeterTypeEnum,Enumeration,"[ENERGYMETER, GASMETER, OILMETER, WATERMETER, USERDEFINED, NOTDEFINED]","This enumeration defines various types of flow meter.",7.5.2.21
IfcHeatExchangerTypeEnum,Enumeration,"[PLATE, SHELLANDTUBE, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of heat exchangers.",7.5.2.22
IfcHumidifierTypeEnum,Enumeration,"[STEAMINJECTION, ADIABATICAIRWASHER, ADIABATICPAN, ADIABATICWETTEDELEMENT, ADIABATICATOMIZING, ADIABATICULTRASONIC, ADIABATICRIGIDMEDIA, ADIABATICCOMPRESSEDAIRNOZZLE, ASSISTEDELECTRIC, ASSISTEDNATURALGAS, ASSISTEDPROPANE, ASSISTEDBUTANE, ASSISTEDSTEAM, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of humidifiers.",7.5.2.23
IfcMedicalDeviceTypeEnum,Enumeration,"[AIRSTATION, FEEDAIRUNIT, OXYGENGENERATOR, OXYGENPLANT, VACUUMSTATION, USERDEFINED, NOTDEFINED]","Enumeration defining the functional type of medical device.",7.5.2.24
IfcPipeFittingTypeEnum,Enumeration,"[BEND, CONNECTOR, ENTRY, EXIT, JUNCTION, OBSTRUCTION, TRANSITION, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a pipe fitting. This is a very basic categorization mechanism to generically identify the pipe fitting type. Subcategories of pipe fittings are not enumerated.",7.5.2.25
IfcPipeSegmentTypeEnum,Enumeration,"[CULVERT, FLEXIBLESEGMENT, RIGIDSEGMENT, GUTTER, SPOOL, USERDEFINED, NOTDEFINED]","This enumeration is used to identify the primary purpose of a pipe segment. This is a very basic categorization mechanism to generically identify the pipe segment type. Subcategories of pipe segments are not enumerated.",7.5.2.26
IfcPumpTypeEnum,Enumeration,"[CIRCULATOR, ENDSUCTION, SPLITCASE, SUBMERSIBLEPUMP, SUMPPUMP, VERTICALINLINE, VERTICALTURBINE, USERDEFINED, NOTDEFINED]","Defines general types of pumps.",7.5.2.27
IfcSpaceHeaterTypeEnum,Enumeration,"[CONVECTOR, RADIATOR, USERDEFINED, NOTDEFINED]","Enumeration defining the functional type of space heater.",7.5.2.28
IfcTankTypeEnum,Enumeration,"[BASIN, BREAKPRESSURE, EXPANSION, FEEDANDEXPANSION, PRESSUREVESSEL, STORAGE, VESSEL, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of tanks.",7.5.2.29
IfcTubeBundleTypeEnum,Enumeration,"[FINNED, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of tube bundles.",7.5.2.30
IfcUnitaryEquipmentTypeEnum,Enumeration,"[AIRHANDLER, AIRCONDITIONINGUNIT, DEHUMIDIFIER, SPLITSYSTEM, ROOFTOPUNIT, USERDEFINED, NOTDEFINED]","Enumeration defining the functional type of unitary equipment.",7.5.2.31
IfcValveTypeEnum,Enumeration,"[AIRRELEASE, ANTIVACUUM, CHANGEOVER, CHECK, COMMISSIONING, DIVERTING, DRAWOFFCOCK, DOUBLECHECK, DOUBLEREGULATING, FAUCET, FLUSHING, GASCOCK, GASTAP, ISOLATING, MIXING, PRESSUREREDUCING, PRESSURERELIEF, REGULATING, SAFETYCUTOFF, STEAMTRAP, STOPCOCK, USERDEFINED, NOTDEFINED]","The IfcValveTypeEnum defines the range of different types of valve that can be specified. These are typically used in conjunction with Pset_ValveTypeCommon, which contains common properties for all valve types.",7.5.2.32
IfcVibrationIsolatorTypeEnum,Enumeration,"[COMPRESSION, SPRING, USERDEFINED, NOTDEFINED]","Enumeration defining the typical types of vibration isolators.",7.5.2.33
IfcFireSuppressionTerminalTypeEnum,Enumeration,"[BREECHINGINLET, FIREHYDRANT, HOSEREEL, SPRINKLER, SPRINKLERDEFLECTOR, USERDEFINED, NOTDEFINED]","The IfcFireSuppressionTerminalTypeEnum defines the range of different types of fire suppression terminal that can be specified.",7.6.2.1
IfcInterceptorTypeEnum,Enumeration,"[CYCLONIC, GREASE, OIL, PETROL, USERDEFINED, NOTDEFINED]","The IfcInterceptorTypeEnum defines the range of different types of interceptor that can be specified.",7.6.2.2
IfcSanitaryTerminalTypeEnum,Enumeration,"[BATH, BIDET, CISTERN, SHOWER, SINK, SANITARYFOUNTAIN, TOILETPAN, URINAL, WASHHANDBASIN, WCSEAT, USERDEFINED, NOTDEFINED]","The IfcSanitaryTerminalTypeEnum defines the range of different types of sanitary terminal that can be specified.",7.6.2.3
IfcStackTerminalTypeEnum,Enumeration,"[BIRDCAGE, COWL, RAINWATERHOPPER, USERDEFINED, NOTDEFINED]","An IfcStackTerminalTypeEnum defines the range of different types of stack terminal that can be specified for use at the top of a vertical stack subsystem.",7.6.2.4
IfcWasteTerminalTypeEnum,Enumeration,"[FLOORTRAP, FLOORWASTE, GULLYSUMP, GULLYTRAP, ROOFDRAIN, WASTEDISPOSALUNIT, WASTETRAP, USERDEFINED, NOTDEFINED]","The IfcWasteTerminalTypeEnum defines the range of different types of waste terminal that can be specified.",7.6.2.5
IfcActionSourceTypeEnum,Enumeration,"[DEAD_LOAD_G, COMPLETION_G1, LIVE_LOAD_Q, SNOW_S, WIND_W, PRESTRESSING_P, SETTLEMENT_U, TEMPERATURE_T, EARTHQUAKE_E, FIRE, IMPULSE, IMPACT, TRANSPORT, ERECTION, PROPPING, SYSTEM_IMPERFECTION, SHRINKAGE, CREEP, LACK_OF_FIT, BUOYANCY, ICE, CURRENT, WAVE, RAIN, BRAKES, USERDEFINED, NOTDEFINED]","This enumeration type contains possible action sources.",7.7.2.1
IfcActionTypeEnum,Enumeration,"[PERMANENT_G, VARIABLE_Q, EXTRAORDINARY_A, USERDEFINED, NOTDEFINED]","This enumeration type is used to distinguish between possible action types at a high level. It can be used for an automated definition of load combinations and for dimensioning. The contained items and their acronyms are adopted from the Eurocode standard.",7.7.2.2
IfcAnalysisModelTypeEnum,Enumeration,"[IN_PLANE_LOADING_2D, OUT_PLANE_LOADING_2D, LOADING_3D, USERDEFINED, NOTDEFINED]","This type definition is used to distinguish between different types of structural analysis models. The analysis models are differentiated by their dimensionality.",7.7.2.3
IfcAnalysisTheoryTypeEnum,Enumeration,"[FIRST_ORDER_THEORY, SECOND_ORDER_THEORY, THIRD_ORDER_THEORY, FULL_NONLINEAR_THEORY, USERDEFINED, NOTDEFINED]","This enumeration is used to distinguish between different types of structural analysis methods, including first order theory, second order theory (small deformations), third order theory (large deformations) and the full nonlinear theory (geometric nonlinearity together with other nonlinearities such as plasticity).",7.7.2.4
IfcLoadGroupTypeEnum,Enumeration,"[LOAD_GROUP, LOAD_CASE, LOAD_COMBINATION, USERDEFINED, NOTDEFINED]","This enumeration is used to distinguish between different levels of load grouping. It allows to differentiate between load groups, load cases, and load combinations.",7.7.2.5
IfcProjectedOrTrueLengthEnum,Enumeration,"[PROJECTED_LENGTH, TRUE_LENGTH]","This enumeration type is needed for load definition and is only considered if the load values are given as global actions and if they define linear or planar loads (that is, one- or two-dimensionally distributed loads).",7.7.2.6
IfcStructuralCurveActivityTypeEnum,Enumeration,"[CONST, LINEAR, POLYGONAL, EQUIDISTANT, SINUS, PARABOLA, DISCRETE, USERDEFINED, NOTDEFINED]","This enumeration defines the distribution of load values in a curve action or reaction.",7.7.2.7
IfcStructuralCurveMemberTypeEnum,Enumeration,"[RIGID_JOINED_MEMBER, PIN_JOINED_MEMBER, CABLE, TENSION_MEMBER, COMPRESSION_MEMBER, USERDEFINED, NOTDEFINED]","This enumeration distinguishes between different types of structural 'curve' members, such as cables.",7.7.2.8
IfcStructuralSurfaceActivityTypeEnum,Enumeration,"[CONST, BILINEAR, DISCRETE, ISOCONTOUR, USERDEFINED, NOTDEFINED]","This enumeration defines the distribution of load values in a surface action or reaction.",7.7.2.9
IfcStructuralSurfaceMemberTypeEnum,Enumeration,"[BENDING_ELEMENT, MEMBRANE_ELEMENT, SHELL, USERDEFINED, NOTDEFINED]","This enumeration distinguishes between different types of structural surface members, such as the typical mechanical function of walls, slabs and shells.",7.7.2.10
IfcStructuralActivityAssignmentSelect,Select,"[IfcStructuralItem, IfcElement]","This type definition shall be used to distinguish between a reference to an instance either of IfcStructuralItem or IfcElement. The IfcStructuralActivityAssignmentSelect type is referenced by the entity IfcRelConnectsStructuralActivity which defines the connection between activities (IfcStructuralActivity) and the loaded element.",7.7.2.11
IfcFootingTypeEnum,Enumeration,"[CAISSON_FOUNDATION, FOOTING_BEAM, PAD_FOOTING, PILE_CAP, STRIP_FOOTING, USERDEFINED, NOTDEFINED]","Enumeration defining the generic footing type.",7.8.2.1
IfcPileConstructionTypeEnum,Enumeration,"[CAST_IN_PLACE, COMPOSITE, PRECAST_CONCRETE, PREFAB_STEEL, USERDEFINED, NOTDEFINED]","Enumeration defining the construction type for piles. The type is mainly based on how the piles are used and manufactured. Some material information is mixed in because this affects the way the piles are used.",7.8.2.2
IfcPileTypeEnum,Enumeration,"[BORED, DRIVEN, JETGROUTING, COHESION, FRICTION, SUPPORT, USERDEFINED, NOTDEFINED]","Enumeration defining the pile type.",7.8.2.3
IfcReinforcingBarTypeEnum,Enumeration,"[ANCHORING, EDGE, LIGATURE, MAIN, PUNCHING, RING, SHEAR, STUD, USERDEFINED, NOTDEFINED]","Enumeration defining standard types for the role, purpose or usage of the bar, i.e. the kind of loads and stresses they are intended to carry.",7.8.2.4
IfcReinforcingMeshTypeEnum,Enumeration,"[USERDEFINED, NOTDEFINED]","Enumeration defining the reinforcing mesh type.",7.8.2.5
IfcSurfaceFeatureTypeEnum,Enumeration,"[MARK, TAG, TREATMENT, USERDEFINED, NOTDEFINED]","This enumeration indicates the type of a surface feature.",7.8.2.6
IfcTendonAnchorTypeEnum,Enumeration,"[COUPLER, FIXED_END, TENSIONING_END, USERDEFINED, NOTDEFINED]","Enumeration defining the types of tendon anchors.",7.8.2.7
IfcTendonTypeEnum,Enumeration,"[BAR, COATED, STRAND, WIRE, USERDEFINED, NOTDEFINED]","Enumeration defining the types of tendons.",7.8.2.8
IfcVoidingFeatureTypeEnum,Enumeration,"[CUTOUT, NOTCH, HOLE, MITER, CHAMFER, EDGE, USERDEFINED, NOTDEFINED]","This enumeration qualifies a voiding feature regarding its shape and configuration relative to the voided element.",7.8.2.9
IfcBendingParameterSelect,Select,"[IfcLengthMeasure, IfcPlaneAngleMeasure]","A select type for selecting between simple measure types for reinforcement bending parameters.",7.8.2.10
IfcShell,Select,"[IfcClosedShell, IfcOpenShell]","A type comprising different kinds of shell.",8.20.2.1
IfcAddressTypeEnum,Enumeration,"[OFFICE, SITE, HOME, DISTRIBUTIONPOINT, USERDEFINED]","This enumeration identifies the logical location of the address.",8.1.2.1
IfcRoleEnum,Enumeration,"[SUPPLIER, MANUFACTURER, CONTRACTOR, SUBCONTRACTOR, ARCHITECT, STRUCTURALENGINEER, COSTENGINEER, CLIENT, BUILDINGOWNER, BUILDINGOPERATOR, MECHANICALENGINEERELECTRICALENGINEER, PROJECTMANAGER, FACILITIESMANAGER, CIVILENGINEER, COMMISSIONINGENGINEER, ENGINEER, OWNER, CONSULTANT, CONSTRUCTIONMANAGER, FIELDCONSTRUCTIONMANAGER, RESELLER, USERDEFINED]","This enumeration defines roles which may be played by an actor.",8.1.2.2
IfcActorSelect,Select,"[IfcOrganization, IfcPerson, IfcPersonAndOrganization]","The actor select type allows a person, or an organization, or a person associated with an organization to be referenced.",8.1.2.3
IfcBenchmarkEnum,Enumeration,"[GREATERTHAN, GREATERTHANOREQUALTO, LESSTHAN, LESSTHANOREQUALTO, EQUALTO, NOTEQUALTO, INCLUDES, NOTINCLUDES, INCLUDEIN, NOTINCLUDEIN]","IfcBenchmarkEnum is an enumeration used to identify the logical comparators that can be applied in conjunction with constraint values.",8.3.2.1
IfcConstraintEnum,Enumeration,"[HARD, SOFT, ADVISORY, USERDEFINED, NOTDEFINED]","IfcConstraintEnum is an enumeration used to qualify a constraint.",8.3.2.2
IfcLogicalOperatorEnum,Enumeration,"[LOGICALAND, LOGICALOR, LOGICALXOR, LOGICALNOTAND, LOGICALNOTOR]","IfcLogicalOperatorEnum is an enumeration that defines the logical operators that may be applied for the satisfaction of one or more operands (IfcConstraint) at a time.",8.3.2.3
IfcObjectiveEnum,Enumeration,"[CODECOMPLIANCE, CODEWAIVER, DESIGNINTENT, EXTERNAL, HEALTHANDSAFETY, MERGECONFLICT, MODELVIEW, PARAMETER, REQUIREMENT, SPECIFICATION, TRIGGERCONDITION, USERDEFINED, NOTDEFINED]","IfcObjectiveEnum is an enumeration used to determine the objective for which purpose the constraint needs to be satisfied.",8.3.2.4
IfcMetricValueSelect,Select,"[IfcMeasureWithUnit, IfcTable, IfcTimeSeries, IfcAppliedValue, IfcValue, IfcReference]","IfcMetricValueSelect is a select type that enables selection of the data type for the value component of an IfcMetric.",8.3.2.5
IfcArithmeticOperatorEnum,Enumeration,"[ADD, DIVIDE, MULTIPLY, SUBTRACT]","IfcArithmeticOperatorEnum specifies the form of arithmetic operation implied by the relationship.",8.4.2.1
IfcAppliedValueSelect,Select,"[IfcMeasureWithUnit, IfcValue, IfcReference]","IfcAppliedValueSelect defines a value to be calculated within a formula.",8.4.2.2
IfcDate,Representation/Other,"YYYY-MM-DD","The IfcData identifies a particular calender day, expressed by year, calender month and day in month.",8.5.2.1
IfcDateTime,Representation/Other,"YYYY-MM-DDThh:mm:ss","The IfcDataTime identifies a particular point in time, expressed by hours, minutes and optional seconds elapsed within a calender day, expressed by year, calender month and day in month.",8.5.2.2
IfcDayInMonthNumber,Representation/MinMax,"[1, ..., 31]","IfcDayInMonthNumber is an integer that defines the position of the specified day in a month.",8.5.2.3
IfcDayInWeekNumber,Representation/MinMax,"[1, ..., 7]","The IfcDayInWeekNumber is an integer that defines the position of the specified day in a week.",8.5.2.4
IfcDuration,Representation/Other,"PnYnMnDTnHnMnS","The IfcDuration identifies a quantity of time (or a "length" of an event occurring in time).",8.5.2.5
IfcMonthInYearNumber,Representation/MinMax,"[1, ..., 12]","The IfcMonthInYearNumber is an integer that defines the position of the specified month in a year.",8.5.2.6
IfcTime,Representation/Other,"hh:mm:ss","The IfcTime identifies a time within a day, expressed by hours, minutes and second.",8.5.2.7
IfcTimeStamp,Representation/Other,"ss","IfcTimeStamp is an indication of date and time by measuring the number of seconds which have elapsed since 1 January 1970, 00:00:00 UTC.",8.5.2.8
IfcDataOriginEnum,Enumeration,"[MEASURED, PREDICTED, SIMULATED, USERDEFINED, NOTDEFINED]","IfcTaskDurationEnum identifies how a time duration is measured.",8.5.2.9
